Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
5,6,1324.0,1,1576,223500
6,6,1022.0,0,1432,149000
7,7,952.0,0,1548,205000
5,7,297.0,1,1654,137000
6,6,952.0,0,952,121000
4,6,672.0,1,1324,128000
6,9,698.0,1,1176,134900
5,8,884.0,1,1348,117000
6,6,780.0,1,1412,132500
5,5,468.0,1,1142,93000
6,7,884.0,1,904,119000
5,5,1145.0,1,1301,100000
5,6,927.0,1,1539,141500
4,7,884.0,1,1573,133000
2,3,264.0,0,800,60000
5,7,715.0,1,875,105000
5,6,960.0,1,995,115000
5,6,952.0,1,1582,150000
5,5,1072.0,1,1072,126500
6,6,844.0,0,2134,214500
7,8,728.0,0,2019,167500
6,6,1048.0,1,1768,155000
7,8,910.0,1,1826,155000
7,8,672.0,1,1944,179900
6,6,755.0,1,2229,104000
5,1,1040.0,0,2128,62500
6,5,720.0,1,1930,149000
4,5,780.0,1,1208,103000
6,7,483.0,1,1427,123000
7,5,1020.0,0,1864,97500
6,6,1204.0,1,1666,135000
4,6,858.0,1,892,70000
6,7,698.0,1,1403,116000
4,9,560.0,1,704,88750
5,5,1200.0,1,1200,179000
5,5,1200.0,1,1200,179000
5,5,1152.0,1,1152,159900
1,1,683.0,0,904,61000
6,6,672.0,0,1369,103600
5,3,585.0,0,1112,63000
5,6,520.0,1,1464,175000
5,6,1121.0,1,1121,139000
6,5,918.0,1,1683,172500
5,6,1052.0,1,1052,113500
5,7,864.0,1,899,130000
6,5,456.0,1,1034,149900
5,5,858.0,1,858,134900
5,6,840.0,1,860,137000
5,5,1092.0,1,1092,139000
5,5,552.0,1,1774,165000
6,5,1138.0,1,1138,148000
5,5,825.0,1,2071,165000
2,2,0.0,0,660,63900
4,5,1104.0,1,1788,161500
5,8,1437.0,1,1473,143000
4,6,1134.0,1,1229,135000
4,5,861.0,1,861,82500
5,5,1617.0,1,1867,190000
3,5,0.0,1,1733,139600
4,5,0.0,1,1383,122000
6,5,1436.0,1,1689,127500
5,5,1073.0,1,1073,121500
5,3,1276.0,1,1276,60000
6,7,747.0,1,1639,154400
4,6,672.0,1,672,113000
5,6,1089.0,1,1089,125000
4,3,0.0,0,845,84000
5,5,1049.0,1,1049,139500
5,4,768.0,1,1716,131000
6,5,560.0,1,1258,105000
4,5,755.0,1,1510,108000
7,6,1054.0,1,1061,162000
6,5,520.0,1,1338,156500
8,8,1496.0,1,2132,316600
7,7,2158.0,1,2196,271900
7,5,740.0,1,1775,213000
7,5,1079.0,1,1879,239900
8,5,1128.0,1,2020,239500
5,7,0.0,1,2016,131000
5,5,0.0,1,1535,118964
5,5,1086.0,1,1224,153337
5,5,0.0,1,2228,147983
5,5,0.0,1,1535,118858
5,5,0.0,1,1535,118858
5,5,0.0,1,2240,142953
5,5,1094.0,1,1229,148325
5,5,0.0,1,1513,113722
7,5,1168.0,1,2787,269500
7,5,1168.0,1,2787,269500
7,5,1168.0,1,2787,269500
9,5,1555.0,1,1680,323262
8,5,1705.0,1,1718,297000
8,5,1622.0,1,1630,295493
9,5,1720.0,1,1720,332000
8,5,1468.0,1,1468,239900
8,5,866.0,1,1768,212000
8,5,1838.0,1,1838,272500
9,5,1800.0,1,1800,239000
7,5,1604.0,1,1604,220000
7,5,1282.0,1,1290,200000
8,5,1254.0,1,1254,221800
7,5,1232.0,1,1232,194500
8,5,1498.0,1,1498,237000
6,5,704.0,1,1422,173000
7,5,1518.0,1,1644,275000
7,5,1449.0,1,1759,233500
5,5,1013.0,1,2126,185000
5,5,1040.0,1,1040,152000
5,7,990.0,1,990,143000
6,5,928.0,1,1764,231500
7,6,799.0,1,1661,212000
7,5,1463.0,1,1463,207000
5,5,1097.0,1,1097,145000
5,5,990.0,1,990,138000
7,5,866.0,1,1779,197900
7,5,1490.0,1,1501,204000
7,5,1431.0,1,1431,192000
6,5,928.0,1,1772,200000
7,5,831.0,1,1660,195000
7,5,1573.0,1,1573,227000
7,5,944.0,1,1840,230000
7,5,1413.0,1,1430,187100
7,5,1431.0,1,1444,203000
7,5,1492.0,1,1492,201000
5,5,1040.0,1,1040,124000
5,5,907.0,1,907,140000
5,7,914.0,1,914,134900
5,7,1040.0,1,1040,150500
5,8,864.0,1,864,136500
5,7,1268.0,1,1268,143500
5,6,864.0,1,864,133500
5,5,894.0,1,894,123000
5,8,768.0,1,768,133900
5,7,768.0,1,768,133000
7,5,1569.0,1,1611,250000
8,5,1068.0,1,2184,254750
8,5,1753.0,1,1788,236500
8,5,1299.0,1,1872,261500
9,5,1440.0,1,2153,313000
7,5,840.0,1,1725,198500
7,5,944.0,1,1870,211000
8,5,1462.0,1,1513,220000
7,5,1504.0,1,1504,203000
8,5,1822.0,1,1828,279500
7,5,1417.0,1,1417,210000
7,5,1057.0,1,2034,219500
7,5,880.0,1,1716,191000
7,5,1212.0,1,1212,178000
7,5,1630.0,1,1630,213000
6,5,848.0,1,848,144000
6,5,848.0,1,848,140000
8,5,1578.0,1,1602,293200
7,5,864.0,1,1728,190000
7,5,1500.0,1,1500,190000
6,5,738.0,1,1476,173500
6,5,608.0,1,1396,170000
4,5,0.0,1,1126,108000
5,7,1486.0,1,1486,167000
4,6,816.0,1,816,100000
7,5,0.0,1,1922,198500
6,6,690.0,1,1426,159500
4,6,1014.0,1,1149,127000
6,6,1041.0,1,1125,125000
9,5,1698.0,1,1698,320000
6,5,547.0,1,1072,145500
5,9,698.0,1,698,118000
4,5,876.0,1,876,85000
5,5,1078.0,1,1368,120000
4,3,0.0,0,1529,98000
5,8,864.0,1,864,99900
3,3,0.0,0,944,82000
5,5,1678.0,1,1678,119900
5,5,1150.0,1,1560,103500
4,3,672.0,1,960,112000
6,8,684.0,1,1196,110000
5,6,720.0,1,1298,122000
5,5,984.0,1,1604,117000
5,4,832.0,1,1268,160000
5,5,793.0,1,1520,159434
2,5,290.0,0,438,60000
6,7,778.0,1,1489,139500
7,3,824.0,1,3082,197000
6,6,583.0,1,1242,105000
4,3,1122.0,1,1981,135000
6,8,816.0,1,1232,147500
6,6,976.0,1,1608,137450
7,9,560.0,1,1135,155000
6,6,896.0,1,1913,177000
7,7,861.0,1,1477,145000
7,8,600.0,1,1228,137000
7,9,1276.0,1,2080,234000
5,6,840.0,1,1567,205000
6,7,771.0,1,1494,177500
5,7,728.0,1,1308,160000
5,4,1273.0,1,1273,155000
5,7,876.0,1,964,163500
5,6,731.0,1,1343,154900
7,6,920.0,1,2480,205000
5,6,1112.0,1,1112,144800
7,7,704.0,1,1564,174500
6,6,1561.0,1,1561,193000
5,7,1067.0,0,1523,158000
6,8,1092.0,1,1152,158500
6,5,1310.0,1,1906,224000
6,6,516.0,1,1032,115000
6,6,561.0,1,1229,137000
6,6,561.0,1,1229,121000
6,6,561.0,1,1229,124000
6,6,572.0,1,1982,208000
7,9,1803.0,1,2365,315000
6,9,880.0,1,1680,222000
5,7,672.0,1,1344,147000
5,6,760.0,0,2168,123000
5,5,596.0,0,1192,78000
3,2,1013.0,0,1526,85000
4,6,572.0,0,572,75000
8,5,1596.0,1,1648,230000
2,4,0.0,0,810,57625
8,5,1107.0,1,2052,251000
7,5,1434.0,1,2149,239686
7,5,1710.0,1,1710,240000
6,5,804.0,1,1961,215000
6,6,902.0,1,926,156450
6,7,957.0,1,1287,173000
5,5,0.0,1,1734,126000
7,5,1188.0,1,1217,173000
5,5,1582.0,1,1595,152000
6,6,819.0,1,1344,137500
7,5,2136.0,1,2036,375000
9,5,1620.0,1,1620,315500
7,5,846.0,1,1692,224500
9,5,2190.0,1,2036,410000
9,5,1641.0,1,1641,316500
8,5,1466.0,1,1466,201000
6,5,1392.0,1,1412,175000
6,8,712.0,1,2237,204000
7,5,1645.0,1,1479,213500
8,5,1267.0,1,1296,220000
7,5,912.0,1,2014,170000
9,5,1838.0,1,1838,315000
9,5,1978.0,1,1978,425000
5,7,1008.0,1,1008,139500
5,4,0.0,1,1771,115000
6,5,1204.0,1,1204,162000
6,5,1224.0,1,1224,165000
4,5,462.0,1,988,91000
5,6,864.0,1,874,130000
4,8,630.0,1,630,86000
5,5,1188.0,1,1404,160000
4,4,630.0,1,630,80000
4,6,546.0,1,1344,97000
4,4,546.0,1,1092,88000
5,8,796.0,1,796,131900
6,5,384.0,1,1091,131250
5,6,1097.0,1,1110,165500
5,5,833.0,1,833,112000
5,6,828.0,1,883,149000
5,5,796.0,1,1362,143000
5,5,624.0,1,1287,130000
6,5,1567.0,1,1567,196000
5,7,784.0,1,1632,173000
6,8,1184.0,1,1414,176500
6,7,1205.0,1,2117,237500
6,5,952.0,1,2112,206900
6,5,926.0,1,1604,187500
6,5,680.0,1,1470,165000
6,5,926.0,1,1604,195500
6,5,943.0,1,1638,192000
6,5,916.0,1,1636,173000
5,5,1348.0,1,1384,177900
7,5,729.0,1,1446,175000
8,5,1593.0,1,1593,286000
8,5,1664.0,1,1682,247900
8,5,1337.0,1,1337,180000
8,5,1280.0,1,1280,180000
6,5,926.0,1,1604,181000
6,5,932.0,1,1633,183000
6,5,773.0,1,1658,188000
7,5,712.0,1,1895,194500
6,5,836.0,1,1709,185000
8,5,1228.0,1,1228,189000
8,5,1337.0,1,1337,188500
8,5,1168.0,1,2500,355000
9,5,1122.0,1,2504,325000
9,5,1884.0,1,1884,387000
6,2,1632.0,1,1474,115000
9,5,1710.0,1,1710,334000
6,5,1488.0,1,1488,133000
7,6,791.0,1,2093,215000
7,6,1675.0,1,1688,226500
6,6,1422.0,1,1422,175500
7,7,1260.0,1,1260,181900
7,5,2048.0,1,2064,235000
7,5,1782.0,1,1782,220000
6,7,1330.0,1,2872,272000
6,5,1211.0,1,1211,161000
5,6,1126.0,1,1126,175000
7,6,738.0,1,2044,185000
5,6,720.0,1,1308,146900
7,7,1420.0,1,2840,292500
6,5,1193.0,1,1523,180000
6,5,1444.0,1,1444,159900
7,6,803.0,1,1964,205000
5,6,1176.0,1,1178,157000
8,5,1236.0,1,2340,306000
5,5,896.0,1,1792,133000
6,8,1054.0,1,1054,151000
4,6,936.0,1,936,111900
5,5,864.0,1,864,123000
4,5,864.0,1,864,111250
6,5,1405.0,1,1337,181000
6,5,483.0,1,987,103400
6,5,483.0,1,987,100000
6,6,483.0,1,987,100500
6,6,483.0,1,987,106000
6,5,483.0,1,987,85400
6,3,483.0,1,987,89500
5,5,630.0,1,1302,111750
6,6,1069.0,1,1069,140000
6,6,855.0,1,1456,143000
7,6,1055.0,1,1055,148500
5,5,864.0,1,892,110000
8,5,1932.0,1,1932,394617
10,5,1682.0,1,2332,426000
10,5,2078.0,1,2084,385000
9,5,1452.0,1,2713,446261
8,5,1582.0,1,1582,317500
8,5,1710.0,1,1710,372402
8,5,2418.0,1,2464,417500
9,5,1950.0,1,1950,383000
9,5,1850.0,1,2748,390000
10,5,1620.0,1,2790,460000
9,5,1414.0,1,2331,379000
8,5,948.0,1,2088,250000
8,5,1148.0,1,2332,316000
10,5,2535.0,1,2470,615000
9,5,1572.0,1,2668,412500
7,5,998.0,1,2046,284000
8,5,1603.0,1,1575,284000
8,5,1479.0,1,2649,421250
8,5,1765.0,1,2690,370000
9,5,1858.0,1,1866,336860
9,5,1702.0,1,1702,367294
7,5,1367.0,1,1367,192000
8,5,1518.0,1,1518,274000
9,5,1684.0,1,1684,266000
9,5,1800.0,1,1800,370967
8,5,1342.0,1,1342,234250
8,5,1342.0,1,1342,219500
7,5,764.0,1,1626,155000
7,5,764.0,1,1626,154000
7,5,1358.0,1,1358,207000
7,5,1415.0,1,1455,195000
7,5,1393.0,1,1576,219990
7,5,1346.0,1,1504,191000
7,5,1266.0,1,1266,159895
7,5,1146.0,1,1246,187687
6,5,789.0,1,1515,179000
6,5,839.0,1,1593,193000
7,5,856.0,1,1166,190000
6,5,728.0,1,1456,176000
7,5,840.0,1,1720,188000
7,5,847.0,1,1986,213000
7,6,1350.0,1,1358,217300
6,5,936.0,1,1792,186500
7,5,982.0,1,1892,226750
7,5,788.0,1,1490,184000
7,5,707.0,1,1414,176000
7,5,1037.0,1,2322,225000
7,5,831.0,1,1651,185900
8,5,1173.0,1,2199,284500
8,5,1470.0,1,2630,315000
8,5,1145.0,1,2198,250000
9,5,1519.0,1,2172,291000
8,5,1982.0,1,2006,350000
7,5,1064.0,1,2125,279500
8,7,1242.0,1,2501,290000
8,6,2109.0,1,2113,350000
7,5,1311.0,1,2418,341000
7,5,1080.0,1,2197,287500
7,5,1223.0,1,2127,271000
8,5,1986.0,1,1987,301500
8,5,1580.0,1,1580,235128
6,5,894.0,1,1933,214000
8,5,1574.0,1,1574,232000
7,5,1578.0,1,1578,240000
9,5,1498.0,1,1506,264132
8,5,1563.0,1,1563,245000
7,5,1417.0,1,1428,227680
8,5,1341.0,1,1861,257000
8,5,955.0,1,1874,297900
8,5,1460.0,1,1460,247000
8,5,1363.0,1,1372,212700
7,5,1372.0,1,1372,250580
7,5,1428.0,1,1428,182000
7,5,866.0,1,1768,226700
8,5,1053.0,1,1992,250000
7,5,1026.0,1,1958,250000
8,5,1034.0,1,2078,339750
7,6,813.0,1,1665,205950
8,5,1660.0,1,1660,256000
7,5,1218.0,1,1218,230348
6,5,864.0,1,1728,207500
7,5,1080.0,1,1080,141000
6,5,835.0,1,1696,188000
7,5,835.0,1,1663,192500
6,5,1175.0,1,1175,146000
5,5,1114.0,1,1114,159000
6,5,1114.0,1,1114,155000
6,5,798.0,1,1640,173000
7,5,1162.0,1,1162,170000
6,5,754.0,1,1609,182000
6,5,886.0,1,1680,163000
6,5,1408.0,1,1679,193500
7,5,832.0,1,1657,189000
6,5,827.0,1,1677,190500
7,5,836.0,1,1737,175000
6,5,1278.0,1,1294,179200
6,5,832.0,1,1710,187000
6,5,1604.0,1,1617,193000
6,5,1199.0,1,1199,153900
5,5,984.0,1,984,128000
5,6,912.0,1,912,144000
5,8,864.0,1,864,135000
5,5,890.0,0,890,115000
5,5,864.0,1,864,119916
6,8,912.0,1,912,142000
6,5,1430.0,1,1430,192000
5,4,1001.0,1,1641,140000
6,5,930.0,1,2683,290000
9,5,1848.0,1,2786,372500
7,5,1391.0,1,1391,196000
7,5,625.0,1,1250,171900
7,5,1235.0,1,1245,178000
6,5,600.0,1,1200,165000
7,5,689.0,1,1392,146000
7,5,689.0,1,1392,146000
7,5,744.0,1,1501,179400
6,5,744.0,1,1549,172900
9,5,1614.0,1,1638,300000
9,5,1310.0,1,1310,285000
9,5,1419.0,1,1419,290000
9,5,1557.0,1,1557,305000
9,5,1698.0,1,1709,328900
7,5,600.0,1,1252,160000
7,5,672.0,1,1404,170000
7,5,858.0,1,1789,223000
8,5,960.0,1,1586,170000
8,5,960.0,1,1607,200000
10,5,970.0,1,2393,345000
8,5,1260.0,1,1288,245500
8,5,1230.0,1,1239,217500
8,5,1719.0,1,1719,324000
6,6,1232.0,1,1232,162500
9,3,994.0,1,2944,150000
8,9,1426.0,1,1671,290000
7,5,952.0,1,1812,205000
7,6,1304.0,1,1682,174000
6,6,1427.0,1,1427,183000
6,5,1740.0,1,1740,150000
6,7,1258.0,1,1258,145000
7,7,1620.0,1,1620,215000
5,6,1625.0,1,1625,140500
6,7,1522.0,1,2614,240000
5,6,732.0,1,1464,141000
5,8,912.0,1,912,147000
5,7,912.0,1,925,135000
5,5,1728.0,1,1728,145000
5,5,1728.0,1,1728,142600
5,5,1656.0,1,1656,135000
7,6,825.0,1,1670,170000
8,9,1142.0,1,2715,299800
6,6,901.0,1,1876,185000
6,8,800.0,1,1632,173000
7,9,944.0,1,999,178400
7,5,832.0,1,1978,176000
5,5,0.0,1,1014,98000
4,6,907.0,1,907,109008
4,7,952.0,1,952,135750
5,6,1120.0,1,1128,155000
6,5,1425.0,1,1425,180500
6,7,1127.0,1,1165,174900
6,6,1136.0,1,1136,140000
6,7,1092.0,1,1092,145000
5,8,1219.0,1,1265,179900
6,5,1248.0,1,1350,168500
5,5,1114.0,1,1114,140000
5,7,1053.0,1,1053,145500
6,6,1252.0,1,1252,142000
4,5,1100.0,1,1100,141000
5,7,1118.0,1,1118,153000
3,6,0.0,0,720,72500
3,6,270.0,1,729,52000
5,6,991.0,1,1077,118000
4,7,348.0,1,906,87000
5,6,1296.0,1,1496,141500
6,5,1032.0,1,1252,119000
5,8,572.0,1,1337,141500
6,6,992.0,1,1661,165500
5,5,1036.0,1,1036,112900
7,6,864.0,1,1820,201800
6,5,1362.0,1,1362,163000
5,6,1144.0,1,1144,139950
6,9,1319.0,1,1537,174000
6,5,1099.0,1,1431,165000
6,7,1104.0,1,1988,227000
5,7,1098.0,1,1098,135000
5,5,1144.0,1,1144,124000
5,7,931.0,1,1283,140000
5,4,1176.0,1,1176,136500
5,7,1248.0,1,1440,185000
6,6,1261.0,1,1261,163000
6,6,1395.0,1,1570,166800
6,5,1196.0,1,1196,139000
6,5,1392.0,1,1392,166000
6,7,1080.0,1,1080,136000
5,5,1104.0,1,1104,133000
5,6,720.0,1,882,116000
5,6,1152.0,1,1152,137500
5,5,984.0,0,950,130000
6,5,998.0,1,1790,180000
5,7,952.0,1,952,139000
5,5,773.0,1,773,110000
5,3,0.0,1,1764,100000
5,5,832.0,1,1216,118500
5,5,1824.0,1,1824,146000
4,6,0.0,0,869,89900
5,8,747.0,1,1159,114000
5,6,913.0,1,1558,140000
4,7,672.0,1,672,86900
5,5,892.0,1,1436,139000
4,7,0.0,0,1294,106250
6,6,858.0,1,1716,171000
5,6,912.0,1,1044,139000
7,7,1312.0,1,1312,186000
6,5,1253.0,1,1253,157000
6,6,1081.0,1,1081,148000
7,7,585.0,1,2069,242000
5,7,105.0,1,910,116000
5,7,876.0,1,876,94000
5,5,0.0,1,1048,98300
5,5,1075.0,1,1507,127000
5,6,1256.0,1,1256,159000
5,5,1027.0,1,1027,125900
5,6,1269.0,1,1269,155000
6,6,768.0,1,1320,138000
6,7,936.0,1,984,112500
6,6,832.0,1,832,105500
6,5,854.0,1,1278,127500
5,5,1800.0,0,1800,130000
5,6,768.0,1,1588,150000
5,7,825.0,1,825,109500
6,5,780.0,1,1796,140000
6,6,780.0,1,1611,167900
5,5,1117.0,1,1117,136870
6,5,192.0,0,1133,143000
5,5,680.0,0,764,73000
5,8,650.0,1,1539,157500
5,7,780.0,1,1323,122600
5,5,680.0,0,1360,111000
6,7,1510.0,1,2792,256000
5,4,672.0,1,672,64000
6,7,728.0,1,1456,139500
4,6,828.0,1,1594,118000
7,5,1362.0,1,2082,200000
4,6,801.0,1,1656,119164
5,5,936.0,0,1740,122250
7,6,931.0,1,1027,120000
6,6,884.0,1,1436,155000
5,6,481.0,0,899,78000
5,9,684.0,1,1080,95000
5,5,789.0,1,789,115000
5,7,924.0,1,1122,147000
5,6,904.0,1,1499,140000
2,5,407.0,0,407,46500
5,6,928.0,1,928,112500
4,7,901.0,1,901,107900
3,1,448.0,1,1588,65000
7,9,1470.0,1,3493,295000
5,5,797.0,0,1627,139500
5,8,876.0,1,1416,153900
7,8,624.0,1,1450,132000
5,5,624.0,0,1344,98000
5,7,346.0,1,1017,114000
5,5,973.0,1,2350,130000
6,5,735.0,0,2058,129500
5,9,572.0,1,1540,129400
7,9,689.0,1,1378,161000
6,7,482.0,0,1912,163000
6,6,742.0,1,1484,128000
8,5,684.0,0,2358,122000
7,7,572.0,1,1111,116900
10,9,1237.0,1,2775,325000
2,1,723.0,0,1086,55000
7,7,1313.0,1,2495,184000
5,6,984.0,1,984,110000
5,5,1050.0,0,1795,131500
5,5,0.0,1,882,97000
4,6,869.0,1,1093,115500
5,7,1008.0,1,1143,138000
7,7,672.0,1,1668,108000
5,6,742.0,1,935,79500
5,5,1024.0,1,1738,153000
5,6,784.0,1,784,109500
5,7,672.0,1,1210,124000
6,9,554.0,1,1290,106900
6,7,981.0,1,1672,164900
5,7,949.0,1,949,119000
6,7,862.0,1,1158,120000
6,7,825.0,1,1497,157000
6,5,739.0,1,1342,105000
6,7,992.0,1,1013,113000
5,7,565.0,1,1216,115000
4,7,704.0,1,1136,123000
5,6,0.0,0,808,81300
5,7,1078.0,1,1573,162900
7,5,989.0,1,2009,150000
5,5,1100.0,1,1902,123500
7,5,952.0,1,1774,129900
6,8,611.0,1,1362,128000
4,6,520.0,0,520,68500
5,5,672.0,1,1285,127000
6,7,833.0,1,1848,207000
7,6,1026.0,1,1820,184000
6,4,810.0,1,1716,162500
5,5,883.0,1,1505,145000
6,7,816.0,1,838,130000
6,8,1242.0,1,1984,160000
8,7,588.0,1,1666,161000
6,8,796.0,1,1609,127500
6,6,768.0,1,768,93850
6,6,768.0,1,1536,136000
6,6,1272.0,1,1969,141000
5,6,880.0,1,1308,120000
6,7,1040.0,1,1040,127500
6,6,768.0,1,1236,127000
6,7,319.0,1,1406,89500
5,7,825.0,1,825,125000
6,7,901.0,1,1198,79900
5,8,451.0,1,759,85000
3,3,536.0,0,1344,82375
6,7,756.0,1,1469,135000
5,6,1046.0,0,1054,124000
5,5,952.0,1,1211,134000
5,5,720.0,1,1271,135000
4,4,0.0,1,1588,134432
5,7,644.0,1,1355,127500
5,6,981.0,1,1075,148000
5,5,1040.0,1,1040,129500
6,5,1008.0,1,1096,157500
5,7,876.0,1,904,109900
5,7,992.0,1,992,145000
5,7,894.0,1,894,130000
6,8,450.0,1,1034,153000
5,5,1073.0,1,1073,120000
5,5,1060.0,1,1126,152000
4,4,1198.0,1,1258,108959
5,4,1300.0,1,1140,95541
5,3,1006.0,1,1006,80000
5,6,1228.0,1,1228,149350
5,8,960.0,1,960,144900
6,8,988.0,1,1188,185000
5,5,1383.0,1,1383,165000
6,7,1602.0,1,1252,235000
5,6,533.0,1,1601,140000
5,8,672.0,1,672,108000
5,3,988.0,1,1721,145000
5,7,576.0,1,1350,152400
5,8,864.0,1,904,144000
6,5,1291.0,1,1291,173000
7,5,1160.0,1,2022,192000
7,6,1524.0,1,1524,245000
7,7,1385.0,1,1363,241500
4,6,1364.0,1,1663,256000
6,7,1019.0,1,1357,177000
7,5,570.0,1,1079,125600
6,5,1094.0,1,1094,155000
6,8,907.0,1,2358,240000
5,7,1580.0,1,1518,260000
6,7,1163.0,1,1674,185000
6,7,1127.0,1,2108,235000
5,6,1509.0,1,1509,159900
5,5,864.0,0,864,99600
6,8,621.0,1,1269,134500
5,8,861.0,1,1367,119000
5,7,1117.0,1,1347,107500
5,5,1164.0,0,1164,125000
6,5,572.0,0,1096,79000
5,6,616.0,0,1111,95000
7,5,1475.0,1,2329,262280
6,5,1077.0,1,2814,260000
7,5,1602.0,1,1626,226500
7,5,812.0,1,2200,225000
7,5,672.0,1,2037,229000
7,5,628.0,1,1356,177439
8,5,1615.0,1,1615,248500
9,5,2271.0,1,2276,475000
9,5,1751.0,1,1766,395039
7,5,1080.0,1,2097,228000
8,5,1401.0,1,1511,225000
6,6,1182.0,1,1643,195000
6,5,616.0,1,1688,200000
5,7,990.0,1,990,155000
5,6,1099.0,1,1099,144000
5,5,990.0,1,990,145000
7,5,1418.0,1,1418,226001
6,5,864.0,1,1771,215700
7,5,782.0,1,1652,207500
7,5,873.0,1,1790,193000
7,5,880.0,1,1724,188000
7,5,1468.0,1,1479,191000
7,5,1494.0,1,1494,221000
7,5,963.0,1,1792,231500
7,5,928.0,1,1823,235000
7,5,920.0,1,1786,223500
5,6,938.0,1,938,130250
5,8,985.0,1,985,149900
5,6,864.0,1,1174,158000
6,6,940.0,1,1026,147000
5,6,1076.0,1,1076,143195
5,6,864.0,1,1558,163000
5,6,924.0,1,924,110000
5,7,864.0,1,864,127000
5,7,780.0,1,780,124900
8,5,1777.0,1,1795,230000
8,5,1128.0,1,2031,237000
7,5,992.0,1,1865,235000
7,5,1257.0,1,2161,230500
8,5,1004.0,1,1852,230000
7,5,1153.0,1,2031,222500
8,5,1055.0,1,2263,287000
9,5,1357.0,1,1947,274000
8,5,1778.0,1,1786,300000
8,5,1128.0,1,2290,255900
